!Series_title	"Analysis of DDX39A and DDX56 interacting proteins"
!Series_geo_accession	"GSE150859"
!Series_status	"Public on Mar 11 2024"
!Series_submission_date	"May 19 2020"
!Series_last_update_date	"Jul 15 2024"
!Series_pubmed_id	"38986579"
!Series_summary	"DDX39A and DDX56 recombinant proteins were assayed using commercial protein microarrays in order to detect potential interaction partners."
!Series_overall_design	"V5-tagged DDX39A, DDX56 and GFP (negative control) were purified from HEK293T cells and incubated separately on microarrays (ProtoArray v5.1, Invitrogen) containing more than 9000 unique proteins arrayed in duplicates under native conditions to maximize functionality and to allow native interactions."
!Series_type	"Protein profiling by protein array"
!Series_contributor	"Sergio,P,Acebron"
!Series_contributor	"Emil,,Karaulanov"
!Series_contributor	"Christof,,Niehrs"
!Series_sample_id	"GSM4559808 GSM4559809 GSM4559810 "
!Series_contact_name	"Emil,,Karaulanov"
!Series_contact_laboratory	"Bioinformatics Core Facility"
!Series_contact_institute	"Institute of Molecular Biology"
!Series_contact_address	"Ackermannweg 4"
!Series_contact_city	"Mainz"
!Series_contact_zip/postal_code	"55128"
!Series_contact_country	"Germany"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150859/suppl/GSE150859_RAW.tar"
!Series_platform_id	"GPL27459"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA633875"

!Sample_title	"V5-GFP"	"V5-DDX39A"	"V5-DDX56"
!Sample_geo_accession	"GSM4559808"	"GSM4559809"	"GSM4559810"
!Sample_status	"Public on Mar 11 2024"	"Public on Mar 11 2024"	"Public on Mar 11 2024"
!Sample_submission_date	"May 19 2020"	"May 19 2020"	"May 19 2020"
!Sample_last_update_date	"Mar 11 2024"	"Jul 15 2024"	"Mar 11 2024"
!Sample_type	"protein"	"protein"	"protein"
!Sample_channel_count	"1"	"1"	"1"
!Sample_source_name_ch1	"V5-tagged GFP protein purified from HEK293T cells"	"V5-tagged DDX39A protein purified from HEK293T cells"	"V5-tagged DDX56 protein purified from HEK293T cells"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"cell line: HEK293T"	"cell line: HEK293T"	"cell line: HEK293T"
!Sample_characteristics_ch1	"recombinant protein expression: Negative control"	"recombinant protein expression: V5-DDX39A"	"recombinant protein expression: V5-DDX56"
!Sample_treatment_protocol_ch1	"HEK293T cells were transfected with 15 µg of the respective expression constructs using Calcium phosphate."	"HEK293T cells were transfected with 15 µg of the respective expression constructs using Calcium phosphate."	"HEK293T cells were transfected with 15 µg of the respective expression constructs using Calcium phosphate."
!Sample_growth_protocol_ch1	"HEK293T cells were grown in 15 cm2 dishes at 37°C with 5% CO2 in DMEM medium supplemented with 10% fetal calf serum, 2 mM L-Glutamine, 100 U/ml penicillin and 100 μg/ml streptomycin."	"HEK293T cells were grown in 15 cm2 dishes at 37°C with 5% CO2 in DMEM medium supplemented with 10% fetal calf serum, 2 mM L-Glutamine, 100 U/ml penicillin and 100 μg/ml streptomycin."	"HEK293T cells were grown in 15 cm2 dishes at 37°C with 5% CO2 in DMEM medium supplemented with 10% fetal calf serum, 2 mM L-Glutamine, 100 U/ml penicillin and 100 μg/ml streptomycin."
!Sample_molecule_ch1	"protein"	"protein"	"protein"
!Sample_extract_protocol_ch1	"Cells were lysed in 50 mM HEPES-KOH, pH 7.7, 1 mM MgCl2, 300 mM NaCl, 0.8 % Triton X-100, 5 mM NaF, 0.1 % Sodium deoxycholate, 2 mM β-mercaptoethanol, 1x protease inhibitor mixture tablet (Roche). Cleared lysates were immunoprecipitated using anti-V5 agarose beads (Roche) at 4 °C for 3 h. Beads were washed in TBS-T supplemented with 1 mM MgCl2, 2 mM β-mercaptoethanol and 1x protease inhibitor mixture tablet (Roche), followed by elution in the same buffer using 200 µg/ml V5 peptide."	"Cells were lysed in 50 mM HEPES-KOH, pH 7.7, 1 mM MgCl2, 300 mM NaCl, 0.8 % Triton X-100, 5 mM NaF, 0.1 % Sodium deoxycholate, 2 mM β-mercaptoethanol, 1x protease inhibitor mixture tablet (Roche). Cleared lysates were immunoprecipitated using anti-V5 agarose beads (Roche) at 4 °C for 3 h. Beads were washed in TBS-T supplemented with 1 mM MgCl2, 2 mM β-mercaptoethanol and 1x protease inhibitor mixture tablet (Roche), followed by elution in the same buffer using 200 µg/ml V5 peptide."	"Cells were lysed in 50 mM HEPES-KOH, pH 7.7, 1 mM MgCl2, 300 mM NaCl, 0.8 % Triton X-100, 5 mM NaF, 0.1 % Sodium deoxycholate, 2 mM β-mercaptoethanol, 1x protease inhibitor mixture tablet (Roche). Cleared lysates were immunoprecipitated using anti-V5 agarose beads (Roche) at 4 °C for 3 h. Beads were washed in TBS-T supplemented with 1 mM MgCl2, 2 mM β-mercaptoethanol and 1x protease inhibitor mixture tablet (Roche), followed by elution in the same buffer using 200 µg/ml V5 peptide."
!Sample_label_ch1	"Alexa Fluor 680"	"Alexa Fluor 680"	"Alexa Fluor 680"
!Sample_label_protocol_ch1	"Anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher)."	"Anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher)."	"Anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher)."
!Sample_taxid_ch1	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"The protein microrrays (ProtoArray v5.1, Invitrogen) were incubated for 1 h at 4 °C in Blocking Buffer I (PBS, 0.1 % Tween-20, 1 % BSA). The arrays were washed three times at 4 °C in Blocking Buffer II (TBS supplemented with 0.5 % Triton X-100, 1 mM β-mercaptoethanol, 5 % Glycerol, 2 mM MgCl2, 1 % BSA), placed at room temperature and incubated for 1 h with 600 µl of ~ 0.5 µM of immunopurified V5-DDX39, V5-DDX56 or V5-GFP. The arrays were then washed twice in Blocking Buffer II at 4 °C and incubated with 1:1000 α-V5 tag monoclonal antibody (Thermo Fisher, R960-25) for 2 h at 4 °C. After three additional washes in Blocking Buffer II, the microarrays were incubated with anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher) for 1 h at 4 °C and washed again three times. Finally, the arrays were rinsed 3 times in water and dried by spinning at 300 g for 5 min."	"The protein microrrays (ProtoArray v5.1, Invitrogen) were incubated for 1 h at 4 °C in Blocking Buffer I (PBS, 0.1 % Tween-20, 1 % BSA). The arrays were washed three times at 4 °C in Blocking Buffer II (TBS supplemented with 0.5 % Triton X-100, 1 mM β-mercaptoethanol, 5 % Glycerol, 2 mM MgCl2, 1 % BSA), placed at room temperature and incubated for 1 h with 600 µl of ~ 0.5 µM of immunopurified V5-DDX39A, V5-DDX56 or V5-GFP. The arrays were then washed twice in Blocking Buffer II at 4 °C and incubated with 1:1000 α-V5 tag monoclonal antibody (Thermo Fisher, R960-25) for 2 h at 4 °C. After three additional washes in Blocking Buffer II, the microarrays were incubated with anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher) for 1 h at 4 °C and washed again three times. Finally, the arrays were rinsed 3 times in water and dried by spinning at 300 g for 5 min."	"The protein microrrays (ProtoArray v5.1, Invitrogen) were incubated for 1 h at 4 °C in Blocking Buffer I (PBS, 0.1 % Tween-20, 1 % BSA). The arrays were washed three times at 4 °C in Blocking Buffer II (TBS supplemented with 0.5 % Triton X-100, 1 mM β-mercaptoethanol, 5 % Glycerol, 2 mM MgCl2, 1 % BSA), placed at room temperature and incubated for 1 h with 600 µl of ~ 0.5 µM of immunopurified V5-DDX39, V5-DDX56 or V5-GFP. The arrays were then washed twice in Blocking Buffer II at 4 °C and incubated with 1:1000 α-V5 tag monoclonal antibody (Thermo Fisher, R960-25) for 2 h at 4 °C. After three additional washes in Blocking Buffer II, the microarrays were incubated with anti-mouse secondary antibody Alexa Fluor 680 (Thermo Fisher) for 1 h at 4 °C and washed again three times. Finally, the arrays were rinsed 3 times in water and dried by spinning at 300 g for 5 min."
!Sample_scan_protocol	"The microarrays were scanned in an Odyssey scanner (LI-COR) using the following parameters: Channel 700, Grid = 8x3, 21.17, Intensity = 5, Offset = 0."	"The microarrays were scanned in an Odyssey scanner (LI-COR) using the following parameters: Channel 700, Grid = 8x3, 21.17, Intensity = 5, Offset = 0."	"The microarrays were scanned in an Odyssey scanner (LI-COR) using the following parameters: Channel 700, Grid = 8x3, 21.17, Intensity = 5, Offset = 0."
!Sample_description	"Array ID: 0000088750"	"Array ID: 0000088678"	"Array ID: 0000088692"
!Sample_data_processing	"ProtoArray signal data was determined with GenePix Pro v5.0.0.49 (Molecular Devices) and then processed following the manufacturer's recommendations using ProtoArray Prospector v5.2 (Invitrogen) with default settings."	"ProtoArray signal data was determined with GenePix Pro v5.0.0.49 (Molecular Devices) and then processed following the manufacturer's recommendations using ProtoArray Prospector v5.2 (Invitrogen) with default settings."	"ProtoArray signal data was determined with GenePix Pro v5.0.0.49 (Molecular Devices) and then processed following the manufacturer's recommendations using ProtoArray Prospector v5.2 (Invitrogen) with default settings."
!Sample_platform_id	"GPL27459"	"GPL27459"	"GPL27459"
!Sample_contact_name	"Emil,,Karaulanov"	"Emil,,Karaulanov"	"Emil,,Karaulanov"
!Sample_contact_laboratory	"Bioinformatics Core Facility"	"Bioinformatics Core Facility"	"Bioinformatics Core Facility"
!Sample_contact_institute	"Institute of Molecular Biology"	"Institute of Molecular Biology"	"Institute of Molecular Biology"
!Sample_contact_address	"Ackermannweg 4"	"Ackermannweg 4"	"Ackermannweg 4"
!Sample_contact_city	"Mainz"	"Mainz"	"Mainz"
!Sample_contact_zip/postal_code	"55128"	"55128"	"55128"
!Sample_contact_country	"Germany"	"Germany"	"Germany"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4559nnn/GSM4559808/suppl/GSM4559808_GFP.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4559nnn/GSM4559809/suppl/GSM4559809_DDX39A.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4559nnn/GSM4559810/suppl/GSM4559810_DDX56.gpr.gz"
!Sample_data_row_count	"9375"	"9375"	"9375"
!series_matrix_table_begin
"ID_REF"	"GSM4559808"	"GSM4559809"	"GSM4559810"
2413	10.5	99	161.5
2414	169	1687	5515
2415	49	532	237.5
2416	72.5	707	2240
2417	24	241.5	427
2418	42.5	230.5	297.5
2419	22.5	168.5	109
2420	20	200	318
2421	425	2822	5966.5
2422	165.5	1319	3668.5
2423	14	137.5	83
2424	15	157.5	214
2425	78	679	408.5
2426	65	783	2798
2427	-77.5	146	298.5
2428	15	16.5	13
2429	35	738.5	2525
2430	55	297.5	348.5
2431	178.5	3778.5	7036
2432	48	436.5	175
2433	132.5	328.5	190.5
2434	62	1399	512.5
2435	45	325.5	215
2436	54	472	717.5
2437	0.5	325	321
2438	18.5	240.5	132.5
2439	34.5	412	236
2440	37	377	604.5
2441	13.5	46.5	287
2442	24	87.5	275
2443	213.5	2565	385
2444	69.5	342	335.5
2445	-1	3.5	-104
2446	24.5	148	183
2447	144.5	468.5	809
2448	14.5	333	185.5
2449	31.5	326	365.5
2450	17	157	173
2451	105.5	1154.5	310
2452	19	142.5	284
2453	37	445	841
2454	160	368.5	268
2455	19411.5	11505.5	13465.5
2456	116.5	1248.5	1864.5
2457	17	310.5	115
2458	16	47	103
2459	8	241.5	337
2460	15	263.5	210
2461	9.5	100.5	80.5
2462	11	-2.5	99
2463	26.5	139	167.5
2464	18.5	139.5	217.5
2465	28	381	180
2466	31	35.5	73
2467	-10	60.5	20
2468	16.5	85	130
2469	124	270	395
2470	5993	10206.5	8702
2471	5.5	401	165.5
2472	7.5	220	35
2473	14.5	181.5	64
2474	17	191.5	78
2475	9.5	195.5	56
2476	44.5	239.5	84
2477	28.5	284.5	433.5
2478	546	2932	3915.5
2479	32	224	240
2480	31	321	253
2481	82.5	577.5	520.5
2482	25.5	332.5	246
2483	24	312	227
2484	61	530	616
2485	43	392	611
2486	250	1857.5	262
2487	56	531	934.5
2488	41	462.5	685.5
2489	4	58.5	84.5
2490	3	45.5	48
2491	19.5	77.5	98
2492	10.5	88	94.5
2493	94	1929.5	461.5
2494	96	1833	150
2495	1.5	-55	-14.5
2496	18	211.5	277.5
2497	40	597	288
2498	40.5	312	812.5
2499	80.5	350.5	581.5
2500	23	146.5	113
2501	19.5	195	351
2502	24	158.5	198.5
2503	11	121	91.5
2504	-124	80	85
2505	90	115.5	-1.5
2506	53	404.5	725
2507	49	356	476.5
2508	50.5	417	1149.5
2509	15.5	94.5	119.5
2510	371	5625	550.5
2511	14.5	139.5	136
2512	26.5	347	175.5
2513	156	949.5	673.5
2514	1376	2757	1713
2515	2313	14691.5	6479
2516	53.5	246	498.5
2517	18	251	332.5
2518	29.5	317	748.5
2519	313	2456.5	7877.5
2520	47	365.5	870
2521	24.5	238	44
2522	70	510	1077.5
2523	19.5	164	117.5
2524	13.5	142.5	105
2525	0	36.5	22.5
2526	4	573	1164.5
2527	-0.5	33.5	15
2528	0	24	4.5
2529	18	51.5	32
2530	19	13.5	158.5
2531	20.5	166.5	236.5
2532	20	158	272.5
2533	16.5	80.5	72.5
2534	10	17.5	25
2535	2	21.5	37
2536	21.5	359.5	25
2537	196	2708.5	9071.5
2538	329	3312	10126.5
2539	11.5	99	11
2540	16.5	238.5	333
2541	14	172.5	182.5
2542	45	335	494
2543	19	1541	711
2544	60.5	515	264.5
2545	16	137	156.5
2546	15	287	87.5
2547	31	623	1633
2548	15.5	165.5	397
2549	128	901	76
2550	176	1286.5	5664
2551	3	8	-9.5
2552	3	93.5	75
2553	44	1590	139.5
2554	26	732	39
2555	12.5	161.5	92.5
2556	8	72.5	53.5
2557	109	411.5	1058
2558	0	50	-4.5
2559	38.5	259.5	12
2560	63.5	353.5	93
2561	25	265	591
2562	9	188.5	186
2563	20.5	218	205.5
2564	188.5	2355.5	8296.5
2565	22.5	186.5	304
2566	23.5	190.5	251
2567	471.5	1324.5	4689
2568	55	388.5	341
2569	407	1646	7426
2570	124	1333.5	119.5
2571	173	751.5	4407.5
2572	22.5	196.5	165.5
2573	23.5	332	337
2574	37.5	436	287.5
2575	13	202.5	135
2576	21.5	222	116.5
2577	441	2901	7102
2578	54	318.5	439.5
2579	64.5	662	626.5
2580	182	605.5	1084.5
2581	34	584	143
2582	987	2697	7503
2583	22	144.5	98
2584	17.5	322.5	670.5
2585	12	242.5	285
2586	10.5	117	91.5
2587	6.5	107.5	-22.5
2588	2.5	439.5	626
2589	31.5	323.5	188
2590	12.5	139.5	123.5
2591	-11	79	115.5
2592	13.5	146.5	103.5
2593	69.5	585	156
2594	31.5	271.5	209.5
2595	14	148	140
2596	18.5	868.5	149.5
2597	7	75	202.5
2598	14.5	70.5	-31
2599	209.5	3074.5	475
2600	46.5	350	379.5
2601	95.5	284	116.5
2602	541	683.5	282.5
2603	23	628	261
2604	46.5	339.5	239
2605	28	594	317
2606	14	212	325.5
2607	16.5	207	4699
2608	10	147	221.5
2609	13	182.5	116.5
2610	36	382	202.5
2611	1471.5	3025.5	7602
2612	32	134	209
2613	13	69	49
2614	68.5	550	27.5
2615	21	38.5	57.5
2616	172.5	2421	446.5
2617	83.5	831	3177.5
2618	12.5	208.5	1234.5
2619	5	11.5	84
2620	1218	3236.5	9182
2621	39.5	402	294
2622	994.5	1388	2692.5
2623	50.5	256.5	310
2624	565	195	245.5
2625	-1.5	-29.5	-22
2626	87.5	476.5	462
2627	45	494	1544
2628	58	684	434.5
2629	65.5	128	755.5
2630	76.5	2055	2623.5
2631	47.5	499.5	77.5
2632	36	373	509
2633	46.5	965.5	279
2634	17	243.5	86.5
2635	19.5	315	216.5
2636	34	586	75.5
2637	66.5	433	534.5
2638	73	556	919.5
2639	3.5	16.5	20
2640	32.5	439.5	245
2641	13.5	122	167
2642	104.5	331	691
2643	7	73	67.5
2644	13	181	167.5
2645	3	84.5	151.5
2646	10	93	117.5
2647	9.5	169.5	180
2648	174	95	206.5
2649	31	593.5	264
2650	42.5	189	187.5
2651	106	1778.5	235.5
2652	27.5	142.5	260
2653	20	61	109.5
2654	435.5	1883	200
2655	14	211.5	59
2656	45	576	561
2657	3.5	49.5	114
2658	8	79.5	103
2659	22	136.5	138.5
2660	34.5	367.5	189.5
2661	44	403	402.5
2662	19.5	223.5	153.5
2663	1494	2338.5	5783.5
2664	25.5	120.5	190
2665	96.5	1590.5	5274
2666	37.5	746.5	439
2667	37	643	75
2668	7.5	263	37
2669	11	243.5	153.5
2670	39.5	1707.5	4892
2671	3	35	22
2672	6	123	48
2673	37.5	338.5	431.5
2674	28.5	134.5	358
2675	36.5	193	210.5
2676	110.5	1172	3596
2677	16.5	406.5	161.5
2678	41.5	1770	3791.5
2679	18.5	125.5	410.5
2680	491	2732	9150
2681	51.5	248.5	383.5
2682	18	165	180
2683	2	2.5	-3.5
2684	19	240.5	360.5
2685	45.5	233	432
2686	18.5	98	294.5
2687	361.5	1537.5	3688
2688	78.5	1100	1128.5
2689	15.5	178	198.5
2690	127	705	2327.5
2691	14.5	273	234.5
2692	35.5	626	385.5
2693	12.5	188.5	141.5
2694	88.5	1537	6174
2695	6	47.5	59
2696	112	700.5	1867
2697	42.5	155	282.5
2698	124.5	307	384.5
2699	14.5	129	230
2700	8.5	129	276
2701	660.5	2618	7199
2702	15	128.5	209
2703	29	295.5	193
2704	37.5	228.5	205
2705	-4.5	62.5	125.5
2706	16.5	359	189.5
2707	14	87.5	72
2708	5.5	27.5	106.5
2709	54	639.5	1489.5
2710	39.5	348	838.5
2711	45	360	835.5
2712	15	-375	40
2713	11	145.5	173
2714	68	453	2742
2715	6	53.5	76.5
2716	137.5	2423.5	89.5
2717	13	431.5	336.5
2718	84	673	327
2719	19.5	98	87.5
2720	33.5	392	183
2721	58.5	880.5	943
2722	348	3768.5	8301.5
2723	8	-15	239.5
2724	7	147	322
2725	82.5	2036.5	3481
2726	3	38.5	-11
2727	-4	148	-1.5
2728	-8	165.5	7
2729	3.5	69.5	25.5
2730	-0.5	-16	-0.5
2731	-0.5	22.5	26
2732	58.5	682	3080.5
2733	25.5	188	380
2734	108.5	877.5	2870.5
2735	21	265.5	469
2736	9.5	55.5	191
2737	11.5	36	78.5
2738	15.5	423	46
2739	10.5	105	25.5
2740	81	2071.5	46.5
2741	2	173.5	111.5
2742	4	491.5	2521.5
2743	9.5	165.5	143
2744	32	302.5	519
2745	107.5	788	256
2746	539.5	2351	8529
2747	6	54	185
2748	21	111	308
2749	9	206.5	109
2750	10	196.5	161
2751	18.5	227	210.5
2752	-2	99	72.5
2753	4	36	85
2754	7	79	83.5
2755	13.5	212.5	210
2756	9.5	96.5	129
2757	14.5	166.5	154.5
2758	10	66.5	122.5
2759	12.5	145	83.5
2760	9	163.5	321.5
2761	29.5	229	544.5
2762	34	361.5	203
2763	30	437.5	483
2764	76	1407	41
2765	10	138	45.5
2766	12.5	66.5	140.5
2767	5.5	130	82.5
2768	44	746.5	242.5
2769	18.5	166	300.5
2770	17.5	106	248.5
2771	16	491	2727.5
2772	10.5	73	180.5
2773	28.5	162.5	283.5
2774	5.5	105	122.5
2775	208	924.5	527
2776	14	256.5	273
2777	9	64.5	126.5
2778	11	24.5	180
2779	8.5	93.5	102.5
2780	18	208.5	247
2781	10	66	162
2782	47.5	1670	7835.5
2783	21.5	291.5	326
2784	17.5	379.5	313.5
2785	12	58	124
2786	13.5	65.5	136.5
2787	11	184.5	402
2788	15.5	256	175
2789	8	79	107.5
2790	7.5	99.5	82
2791	16	218	316
2792	24	332.5	80.5
2793	-0.5	300	-337.5
2794	6	109.5	31.5
2795	18.5	248.5	105.5
2796	16	294.5	774.5
2797	101	1158	923.5
2798	20	125.5	233.5
2799	-75	154.5	376
2800	66.5	626.5	1325
2801	43.5	336.5	840
2802	0	13	6
2803	52.5	636.5	2970
2804	33.5	405.5	439
2805	20	268	438
2806	64	627.5	2973.5
2807	15	313	729.5
2808	7.5	98	52
2809	-38.5	143.5	148
2810	157	1463.5	469
2811	15	287	210
2812	10	178.5	367
2813	14	132.5	257.5
2814	12	32	86
2815	62	1226.5	869
2816	1.5	83.5	110.5
2817	14	127.5	373
2818	-5	216	374
2819	-1	40	-16.5
2820	10	92	129.5
2821	348	2932.5	3805.5
2822	106.5	194.5	217
2823	23.5	89.5	97
2824	685	1565.5	9487
2825	206	1728.5	7889.5
2826	81.5	723	2704.5
2827	34.5	468	871
2828	158	1216	1345.5
2829	122.5	926	115
2830	11.5	233.5	180.5
2831	45.5	278.5	606.5
2832	21.5	272	396.5
2833	265	2314.5	7593.5
2834	151.5	1276	7574.5
2835	61.5	344.5	469.5
2836	-17	100.5	72
2837	444	2395.5	9035.5
2838	-37	56	157.5
2839	12.5	156.5	427.5
2840	22	164.5	362
2841	46.5	409.5	396
2842	28.5	352	602
2843	16	219.5	319
2844	115	687	1893.5
2845	148	2076.5	7528
2846	13	60	483
2847	73.5	3112.5	-46
2848	564	948.5	907.5
2849	-96	101	204.5
2850	16.5	165	334
2851	21	335	97.5
2852	6	44	81.5
2853	51	714.5	399.5
2854	22	288.5	675
2855	-19.5	232	367
2856	18	415.5	-32.5
2857	16.5	639.5	-21.5
2858	8.5	-1036	55
2859	10	87.5	-448.5
2860	-3467	152.5	-153.5
2861	21.5	164	340
2862	17.5	266.5	140.5
2863	-2.5	23.5	33
2864	18	318	721
2865	13.5	339	249
2866	-32	198.5	-6.5
2867	1	60.5	-62
2868	43.5	481.5	2640.5
2869	8	-607	193
2870	36.5	410	369.5
2871	8314.5	15470.5	20606.5
2872	77	140	246
2873	18	160.5	314.5
2874	136.5	947.5	3550
2875	15	262.5	353
2876	16.5	258.5	524.5
2877	-9	273	486.5
2878	8.5	230.5	300.5
2879	12.5	76	2.5
2880	11.5	117	175.5
2881	19	159	681.5
2882	-51	-5024.5	-2196.5
2883	20	111.5	204.5
2884	46	233	151
2885	12	113.5	155.5
2886	94.5	660.5	216.5
2887	7.5	63	127
2888	757.5	4399	11387
2889	25	244	446
2890	32.5	261	771.5
2891	7.5	133.5	120
2892	15.5	85.5	-14.5
2893	3.5	369.5	101
2894	15.5	112.5	231.5
2895	15	191.5	975.5
2896	36	377	855
2897	26.5	297	992
2898	34	510	508.5
2899	69	665.5	3071.5
2900	29.5	492.5	507
2901	0.5	264.5	134.5
2902	2	141	97
2903	14	18.5	150.5
2904	100	1279	100.5
2905	12.5	127	376.5
2906	8	40	73
2907	20	229	343
2908	10	165	428
2909	9.5	75	195.5
2910	35.5	289.5	490.5
2911	33	461.5	904.5
2912	115	1243	6128
2913	0.5	73	195.5
2914	14	39	367
2915	73.5	816.5	357.5
2916	8	99.5	260.5
2917	1	2	13.5
2918	10	117	312
2919	-1.5	36	86
2920	4	2.5	5
2921	4	94.5	315.5
2922	16	231.5	582.5
2923	19.5	202.5	565
2924	44.5	1232	5107.5
2925	-14	-355.5	-1
2926	7.5	82.5	131
2927	640	2606.5	5055.5
2928	27	102	98
2929	68	228.5	880.5
2930	63	353.5	3290.5
2931	-4	43.5	71
2932	37	215.5	452.5
2933	10.5	116	145
2934	151	961.5	6012.5
2935	-3	74	-35
2936	5.5	103	22
2937	8	153.5	130
2938	10	121	105.5
2939	8	47.5	234.5
2940	1.5	-72	-155.5
2941	-5.5	-150	148
2942	34	238.5	629
2943	9.5	63	80.5
2944	4	96.5	35.5
2945	2.5	145.5	189.5
2946	-23	101.5	-18
2947	5.5	26	14
2948	5	48	34.5
2949	-2.5	41	53.5
2950	35.5	457	169
2951	-14	116.5	150.5
2952	105	319.5	673
2953	28	195.5	155.5
2954	36	780	227.5
2955	5	69	128
2956	6	117	198.5
2957	344.5	2279.5	7004.5
2958	4.5	58.5	150
2959	6	241.5	136
2960	-8.5	91	107.5
2961	14.5	107	324.5
2962	81.5	85.5	278
2963	27	128.5	268
2964	160	1020	5686.5
2965	19.5	412.5	337.5
2966	2.5	92	170
2967	3.5	228.5	171.5
2968	31.5	580	596.5
2969	10	164.5	223
2970	9.5	170	122.5
2971	18	520	298
2972	5	58.5	24.5
2973	4	-322	133.5
2974	5	24.5	182
2975	18.5	98	201
2976	6	66	104.5
2977	1	55.5	143.5
2978	-0.5	140.5	133.5
2979	0	45.5	-0.5
2980	9	351.5	2111
2981	15.5	97.5	182.5
2982	67.5	277	196.5
2983	7.5	198	90.5
2984	13.5	207.5	191
2985	19.5	113.5	149.5
2986	43	547	2274
2987	12.5	79.5	88.5
2988	-1	61	116.5
2989	15.5	136.5	115
2990	73.5	925	2515
2991	119	1137.5	1769
2992	23.5	284	138
2993	50	49	768.5
2994	29	563.5	486.5
2995	10.5	208.5	240.5
2996	22.5	243.5	272
2997	12.5	183.5	207
2998	62.5	371	1317.5
2999	83.5	1069	4673
3000	220	2337	7992
3001	2	71.5	111
3002	-7.5	245.5	408
3003	3	233	139
3004	18.5	284	378.5
3005	73.5	1688	134
3006	1075	5624.5	11603.5
3007	10	186.5	272.5
3008	9	70	150
3009	9.5	95	166.5
3010	1	184.5	210.5
3011	14	567.5	2224.5
3012	8.5	123.5	163
3013	1.5	132	123
3014	63.5	929	1124.5
3015	11	146.5	244
3016	16	86	136
3017	10.5	183.5	148.5
3018	85	910	3571.5
3019	257.5	2213	890
3020	13.5	125	235.5
3021	52.5	477.5	174.5
3022	208.5	3414.5	1854.5
3023	1	22	38.5
3024	-5	31.5	-3
3025	6.5	55.5	147
3026	1.5	18	32.5
3027	3	119	166
3028	-99	28	121.5
3029	6	-170	154
3030	22	158.5	269
3031	7	67	65.5
3032	70.5	442.5	93
3033	-0.5	-59.5	127.5
3034	93	1226.5	4757.5
3035	7.5	102.5	207
3036	11.5	131.5	201
3037	11	94.5	198
3038	12	1	18
3039	1290.5	3739.5	10500
3040	-23	95	154
3041	82	790	358.5
3042	11	126	29
3043	63	934	1578
3044	2.5	46.5	77.5
3045	78.5	-196.5	376
3046	33.5	225	183.5
3047	315	2517.5	8322
3048	104	1083.5	4240.5
3049	8.5	319	268.5
3050	10	182	327
3051	28.5	847	276.5
3052	62.5	531	2109.5
3053	7.5	-4.5	143
3054	31	319.5	220.5
3055	665	2160	1676.5
3056	175	550.5	619
3057	2054.5	5040	7491
3058	57	694	367
3059	1563	2754	3429
3060	15	557.5	82.5
3061	129.5	1476.5	2648.5
3062	39.5	924	1067.5
3063	23	285.5	337.5
3064	12.5	170.5	212.5
3065	425.5	1431.5	1323.5
3066	18.5	174	273.5
3067	115.5	1028.5	172
3068	8.5	77	140.5
3069	14	73	309
3070	21.5	217.5	440
3071	-2.5	45.5	149
3072	21	298.5	578
3073	8	149	147
3074	23.5	193.5	28
3075	21	266.5	185.5
3076	17.5	153.5	132.5
3077	11	79	143
3078	77.5	1183	4240
3079	9.5	121	246.5
3080	14	177.5	263
3081	16.5	147	297.5
3082	5	109.5	165
3083	8	112	235.5
3084	4	59.5	47.5
3085	14.5	92.5	351
3086	20	290.5	324.5
3087	51	605	920
3088	16.5	96.5	154.5
3089	10.5	118.5	239
3090	13.5	146.5	208
3091	17	262.5	1452.5
3092	15	129	287.5
3093	11.5	203	144.5
3094	27	455.5	1727
3095	-14.5	68	84.5
3096	-7	26.5	13.5
3097	-8	15.5	18.5
3098	0.5	55.5	58
3099	8.5	117.5	206.5
3100	15.5	197	249.5
3101	16.5	218	780.5
3102	4.5	60	127
3103	16.5	162.5	242.5
3104	-3.5	35.5	110
3105	591.5	2556	8429.5
3106	14.5	362	478.5
3107	2	146.5	86
3108	8.5	152	219
3109	9	210	105.5
3110	1.5	57	49.5
3111	31	398	403.5
3112	-1	16	88
3113	9.5	90	111.5
3114	7.5	76.5	145.5
3115	6.5	86.5	169.5
3116	4	30	139.5
3117	4	138.5	126
3118	25.5	181	108
3119	10	23	61.5
3120	1.5	15.5	39
