REF	Feature Numbers	SystematicName	ccRCC-1	ccRCC-2	ccRCC-3	ccRCC-4	ccRCC-5	ccRCC-6	ccRCC-7	ccRCC-8	ccRCC-9	ccRCC-10	ccRCC-11	ccRCC-12	ccRCC-13	ccRCC-14	ccRCC-15	ccRCC-16	ccRCC-17	ccRCC-18	ccRCC-19	ccRCC-20	ccRCC-21	ccRCC-22	ccRCC-23	ccRCC-24	ccRCC-25	ccRCC-26	ccRCC-27	ccRCC-28	ccRCC-29	ccRCC-30	ccRCC-31	ccRCC-32	ccRCC-34	ccRCC-35	ccRCC-36	ccRCC-37	ccRCC-38	ccRCC-39	ccRCC-40	ccRCC-41	ccRCC-42	ccRCC-43	ccRCC-44	ccRCC-45	ccRCC-46	ccRCC-48	ccRCC-49	ccRCC-50	ccRCC-51	ccRCC-52	ccRCC-53	ccRCC-54	ccRCC-55	ccRCC-56	ccRCC-58	ccRCC-59	ccRCC-60	ccRCC-61	ccRCC-62	ccRCC-63	ccRCC-64	ccRCC-65	ccRCC-66	ccRCC-67	ccRCC-68	ccRCC-69	ccRCC-70	ccRCC-71	ccRCC-72	ccRCC-73	ccRCC-75	ccRCC-76	ccRCC-77	ccRCC-78	ccRCC-79	ccRCC-80	ccRCC-81	ccRCC-82	ccRCC-83	ccRCC-84	ccRCC-85	ccRCC-86	ccRCC-87	ccRCC-88	ccRCC-89	ccRCC-90	ccRCC-91	ccRCC-92	ccRCC-93	ccRCC-94	ccRCC-95	ccRCC-96	ccRCC-97	ccRCC-98	ccRCC-99	ccRCC-100	ccRCC-102	ccRCC-103	ccRCC-104	ccRCC-105	ccRCC-106
A_23_P146146	12	NM_152565	2.658112711	2.623459409	2.538238434	2.61500386	2.512343268	2.617571493	3.588075744	2.644005848	2.493253401	2.491285803	3.577506118	2.532327715	2.53966081	4.294432416	2.846174048	2.466018941	2.429167937	2.729207257	2.879620676	2.541597642	2.547016673	2.589737458	2.439681607	2.554583842	2.904967438	2.737351354	2.700720991	2.494067003	2.590848809	2.579932144	5.385967836	2.450909737	5.340239461	2.604133224	2.479133268	8.489803656	4.098637766	2.796010682	3.186854166	2.58091885	5.293378467	2.915900453	2.669266703	2.607192759	3.074079861	2.879885272	3.334577026	2.956018939	2.64752683	2.614921899	2.700482441	4.545577024	3.755023423	2.668112872	2.509426786	2.673342852	2.469861867	2.535180611	2.712601255	4.127347006	2.490244827	5.365224201	2.504433933	3.131361194	2.459801229	2.473308156	3.047281944	2.557535724	2.864913442	2.458401506	2.479440253	2.861242557	2.604285442	4.040560051	4.203193502	2.706234967	4.039528974	2.920494626	3.304585536	2.452520182	2.481573386	2.486223298	2.519232315	3.179833926	2.758745074	6.817039713	2.669936884	3.454810215	2.458401506	2.4050261	2.522271786	4.336967901	2.477661616	4.642019511	3.853484963	2.780347096	5.017806882	2.506565614	3.862963852	2.989045168	2.50081923
A_23_P42935	13	NM_004333	7.739170442	8.095335338	8.241715363	7.018512584	7.658827762	7.194430021	7.167807915	7.539758629	7.447795003	8.092668794	6.851701408	7.414177357	7.534074646	7.458485439	7.153117295	7.065707041	7.319217068	6.706471719	7.390149396	7.489826516	7.969182087	7.995713434	7.093398537	7.095684126	7.536853943	6.659375407	6.564247473	7.057692966	6.976383062	6.747532054	7.084107727	7.572801634	7.27027479	7.443344584	8.011926233	8.125083922	6.896479516	7.829241819	7.37100177	7.169735692	6.849994391	8.590545665	7.094467445	7.801871375	8.011209088	7.322802931	8.228182938	7.621918181	7.353446859	7.031804442	7.425989305	6.871593044	7.991812274	7.666321024	7.354717065	7.355682956	6.911198741	7.71658189	7.309747208	6.975330531	7.970331911	6.830713702	7.043061824	7.457761709	8.058313906	7.982474682	7.261141285	7.225545224	6.895176336	7.107674755	7.765674806	7.450700605	6.904069867	7.950676194	6.861183986	7.112748701	8.088612184	7.294449116	8.101535841	6.580644064	7.547459743	7.131462416	7.04518905	7.719826391	7.41493846	7.344580879	7.207002384	6.515351748	7.042014808	7.291277489	6.616029034	7.064192525	7.491221233	7.536853943	7.164036165	6.803335189	7.132694108	6.965004971	6.7699377	7.033255972	6.955362517
A_23_P117082	14	NM_015987	12.54023688	13.29366633	12.31525434	12.06005426	12.4077079	11.91079101	12.00356951	11.98387097	12.08307798	11.50635671	12.72302052	12.54895919	12.43547749	12.63300895	12.13227504	12.62720152	11.52968289	12.06768123	12.2035281	12.06768123	12.79941051	12.16093909	12.37336526	12.39914877	12.05481176	12.81151904	12.37491217	11.6932842	12.15490135	12.017666	12.25956094	12.20236032	12.71122014	12.18281961	12.23044617	12.61046713	12.9623695	12.86193027	12.72530721	12.80234109	12.84437487	11.22004074	12.92410594	11.76788959	12.65683368	12.37491217	12.44143879	13.62062559	12.00074539	12.32152623	11.98387097	12.54269564	13.36581478	12.55740661	11.96268551	11.53106027	12.27288148	12.36080255	12.38963087	12.04676349	12.31105994	12.73702147	12.32790831	12.2494679	12.1980582	12.65140419	12.63464052	12.80034813	11.79048098	11.90676072	12.11862466	11.73323694	12.32424612	11.73274197	12.38818572	12.05326443	12.86632192	12.67015442	11.70019976	12.19461378	12.21278008	12.44003014	12.17239269	12.39636585	11.84533486	12.83905547	12.22330584	12.13416265	12.14852322	12.10446384	11.68184072	12.22257053	12.44336145	13.04379103	11.98387097	12.04553714	12.6994054	12.34326405	12.09645585	12.35096635	13.01210962
A_23_P2683	15	NM_024604	6.658013156	7.022113861	7.104945043	6.875216748	6.744539804	7.029692543	6.801729991	6.817647321	6.799857413	7.801408726	6.938968121	6.944486541	7.41493846	6.935486288	7.134024282	7.136489551	6.924434713	6.872729815	7.317150722	7.358857728	7.669659524	7.301423461	6.619414267	7.140274804	6.876462971	7.986510542	7.132694108	7.016770325	7.153358436	7.622138043	7.263638044	7.320235553	7.352609123	7.060221476	6.657169237	6.758952559	6.886030657	7.098813616	6.748582138	8.971883821	7.065707041	7.047470038	7.347656918	7.209839972	7.38149669	7.077922163	7.057025813	7.207002384	7.282072135	6.658550677	7.05401932	7.436395274	7.936289895	7.030720119	7.424072383	7.305770131	6.644588281	7.744590276	6.615161432	7.192665373	7.255567205	7.476199952	7.12754673	7.132694108	6.94236757	7.832891791	7.442385016	7.406244106	6.844035392	6.504637165	6.826348389	6.917965165	7.354440852	6.845339733	7.295962234	7.420398672	7.337003978	7.067909481	7.315689686	7.449657725	6.99294886	6.77152953	6.814070293	6.710129178	7.344352945	7.764738205	7.084338725	6.913916221	7.122545328	6.751883888	7.074498325	7.195274256	6.78388984	7.603843777	6.963158146	6.80434682	7.646658014	6.971752625	6.9349365	6.76728894	7.168282047
A_24_P358131	16	A_24_P358131	10.0196679	9.675268227	10.02550718	9.749789285	10.55074205	10.42037922	9.542068831	9.454932857	10.25330782	8.02476027	8.713964562	10.0819675	7.8814786	10.0204801	9.960383739	8.838713797	9.09525132	9.680393592	8.809839885	11.30961943	10.18944492	10.96779504	10.02523742	10.52641833	10.13844918	10.47796049	10.03473024	10.93326681	10.2892294	9.765616498	9.718100191	11.39419115	11.60001385	10.30753854	8.3401539	9.146522771	11.56798858	9.558854233	10.81321331	10.30312287	11.06420411	10.70092749	9.360991849	11.47741748	10.63553015	11.12680283	10.13047484	11.14734431	9.32262136	11.17090297	9.792483289	10.11107597	12.16853423	9.409659752	9.272326583	9.371023289	10.71821695	11.36803535	10.40585014	10.83268543	12.49321557	10.32392054	9.699083758	9.32475069	9.747192987	10.69231037	9.930258495	9.809304876	10.06897653	10.26683617	10.07954067	9.7482467	10.11671156	9.110878364	9.14032828	8.958248156	11.71628133	9.507741375	10.18631966	10.95202331	9.884434325	9.746406595	10.4899657	10.53855748	10.60960958	11.11764371	9.545557052	9.8101248	11.057017	9.609782492	9.20824108	9.750581455	9.424062726	6.710921581	9.178938265	9.718100191	11.89055296	8.370900257	8.872738237	9.878749022	9.104993455
A_33_P3367647	17	ENST00000401414	2.655560683	2.627890386	2.546139981	2.634928924	2.526751134	2.668755596	2.564736315	2.646822709	2.533219613	2.505872797	2.564736315	2.568486618	2.537307348	2.860962568	2.873289613	2.471397475	2.46196653	2.718360815	2.494651629	2.561674676	2.554867261	2.609920312	2.4677067	2.576567	2.560686119	2.703135258	2.481799656	2.521810923	2.583821446	2.577856315	2.627993817	2.459258064	2.658024114	2.609390412	2.523361531	2.703135258	2.759705684	2.804725235	3.126250837	2.579932144	2.692481636	2.925598461	2.665110084	2.663233741	2.654181127	2.92022044	3.333579146	3.020998647	2.658273056	2.641982364	2.481226834	2.522747989	3.813767248	2.667302008	2.526751134	2.671162096	2.705732747	2.563284418	2.730479529	2.593536571	2.511246027	2.986416972	2.532547389	2.59852796	2.485107353	2.497509435	3.092296517	2.548889648	2.887855811	2.491348686	2.507729674	2.890698438	2.612724411	2.516365851	2.742799075	2.738065552	2.79841243	2.928969432	3.287480707	2.479133268	2.504433933	2.494137678	2.555629007	2.597880854	2.911822951	2.945446296	2.677135836	2.510537809	2.468057635	2.427394253	2.564330256	2.638490956	2.495881113	2.497566121	2.526891118	2.781474054	2.545698061	2.506828077	2.47353347	2.635668249	2.526135093
A_23_P157316	18	NM_178829	4.376654504	4.40501441	4.364044141	3.944734973	3.695458942	3.608050671	4.205873633	4.132639845	6.253733493	5.110623041	4.468785879	3.562949892	4.557999847	4.544839728	3.515176265	3.629253696	3.491522805	3.75784863	4.626283558	4.566530263	4.686512745	4.181723888	5.160284018	4.88632047	4.462487147	5.034172197	4.455071186	3.059136265	5.143448974	4.547103417	5.196797874	4.410384482	4.190082625	4.576000697	5.789948172	2.709060268	3.597326203	4.071147686	3.600221911	4.143362535	3.76037604	4.635447592	3.797227376	4.248204211	3.990712628	4.368822936	5.163389489	4.284714474	4.389785702	3.621689605	4.747115938	4.483460938	4.952650005	4.802530672	4.441277761	5.080047609	4.65709855	4.656719799	3.55178566	2.878417302	5.65940879	4.733104711	5.141621244	4.620251654	5.66672945	5.64025011	4.273263737	4.127749725	5.97360311	3.401134048	4.359119761	4.496101623	4.400124787	4.35752398	4.436117762	4.842352893	4.606051974	3.865341351	4.606051974	5.67273335	3.732195896	5.034493141	4.752364268	5.080403032	4.802530672	4.840637292	4.478681833	4.410008568	6.672372889	5.954362198	4.687296308	5.238318875	5.587262128	4.843093388	4.030752938	4.16305919	4.1042372	4.291713315	3.189753296	4.047100734	5.57806774
A_32_P14850	19	ENST00000429990	13.93115163	13.53853585	13.73479952	14.12433954	14.41084577	13.7895917	13.48075317	13.93848334	14.16361232	14.90702662	14.05310645	13.53954779	14.06773309	13.51586592	13.28498521	13.69305948	13.35928268	13.85364354	14.00048773	13.7405557	14.16792059	14.60470292	14.14428589	13.19913724	13.30657685	13.91730275	13.74344345	13.75793458	13.78526121	15.30007124	14.14428589	13.67948703	13.87159565	13.52501433	14.52071734	13.85503882	13.87802329	13.71754239	14.3615703	13.03510433	13.51466362	14.1426634	13.7281049	14.0620268	13.73191768	13.44469914	13.80667919	13.43678932	13.43991713	13.64139722	14.13732035	13.70406132	12.97110092	13.59840224	13.62062559	13.62062559	14.35487254	13.54449931	14.00048773	13.69559219	13.15507836	13.63212774	13.58090379	13.79101398	13.8746634	13.3132402	13.47120508	13.71754239	13.63080922	13.99867975	14.41766846	13.67010316	13.84635273	13.77013383	13.59840224	13.86990838	13.33584785	13.84936128	13.6424362	12.81850013	13.79411068	14.20893111	13.91730275	13.50729687	13.57090789	13.99421564	14.14807237	14.3260198	13.7187314	13.72020453	13.28176268	13.60099123	14.03300904	12.9345597	13.80219595	13.93991524	13.57970135	13.94659728	13.99718894	13.80219595	13.95642085
A_23_P158596	20	NM_001040196	8.598156145	9.519828752	9.368295594	8.791541225	9.951283283	9.449828624	9.605607431	9.104777423	8.396623808	8.743041483	9.360097389	9.321233989	9.516190563	9.790395596	9.045062537	9.143733729	9.5072218	9.245858875	8.930248266	10.00076033	8.577602282	9.157801007	9.352337912	9.016991917	9.827552557	10.04212161	9.423826226	8.882702746	9.8374022	9.319410158	9.34269263	9.256922252	9.574920636	9.435979823	9.051356357	9.035610119	9.014499432	9.681366121	9.426055942	9.6636469	9.309028317	8.883625921	8.972291159	9.787904063	10.52613717	9.499590426	9.001514741	9.530734463	9.968814037	9.706444626	9.03205713	9.052885641	10.36066168	10.106291	9.241539484	9.301172734	9.219685547	9.334300077	9.465737073	8.907264545	9.890682243	9.74280633	9.209869519	10.10791018	9.48325451	9.380592329	9.390719216	9.232134513	9.390491926	9.379945712	9.686129374	9.6636469	8.727956908	9.742549686	8.962270321	10.22135671	10.7042013	8.532039467	9.560159592	9.116518353	9.533860962	8.981837134	9.430483644	9.174038676	9.596891622	9.646971547	9.318506304	9.518600435	9.235450837	9.361257813	9.294462088	9.634601483	8.949379275	9.121502728	8.529435321	9.125722722	9.729519362	9.80036956	9.720126086	9.61518565	9.578396451
A_23_P350107	21	NM_030961	11.27454884	10.33443609	11.19181659	11.04524668	10.78547192	11.06922146	10.78125118	11.1531943	11.45884808	11.07890131	10.99130624	10.91902914	10.45848444	11.90039373	10.56314763	11.06883693	11.06955236	11.08858803	10.72214088	10.94617761	11.51920831	11.13089823	10.91809769	10.68770544	11.27038802	10.34611209	11.17689805	10.88092303	10.99225416	10.48941952	11.71355774	11.01302961	11.54292032	10.90310567	11.18386008	10.44756537	11.32014239	10.72436261	11.19373216	10.29042476	11.18730945	11.08665098	11.13213601	10.78448677	10.1950876	11.22873919	11.02786192	10.92179248	10.82343463	10.88092303	11.24330605	10.8471489	10.49422159	10.73137668	10.84114013	11.22294151	11.46961188	10.94761134	11.2729962	10.72402323	11.51471136	10.67654469	10.66228821	10.99588409	11.37156607	10.15422067	10.09584329	11.0906557	11.15539831	10.89695761	11.14695824	11.45160617	11.1019536	11.16112605	10.93514371	10.638744	11.06601752	10.75364888	11.87557591	10.55355088	10.79140338	11.33787054	11.17881691	11.5018002	11.66608869	10.81919553	11.59342117	11.01566188	11.67609412	10.82528906	10.67777988	10.79981867	11.20709868	10.77527699	10.89020023	10.81981357	10.03118563	11.13089823	11.02752112	11.21832971	11.12119449
A_23_P388190	22	NM_033081	9.158941147	8.106637465	8.492917813	9.056822978	8.695967309	8.76885446	8.751215072	8.690083102	7.992046449	8.901684112	8.888484547	8.709720624	8.540682727	7.937721341	9.097579344	9.678314179	9.373388324	8.911877379	8.987738294	9.415106877	8.88754151	9.100543773	9.078458141	8.752782303	8.486772315	8.477563927	9.354437829	9.252934169	9.035386865	9.274144082	9.155638825	8.55677295	9.210603849	8.994856164	8.493400346	9.046199481	9.284722746	8.733194677	9.131630881	9.573444531	9.03447029	8.988680129	8.422799225	8.809592239	7.74905838	8.773132165	8.965098673	7.549425054	9.078240503	8.842667234	8.901013873	8.63092735	7.890511924	8.920270408	8.529899261	8.851215349	9.035851267	7.711284784	8.179336609	9.496276731	8.446770144	8.795342416	8.858116341	8.779121221	8.889173569	7.970803323	8.414270353	9.493655976	9.1928177	8.984969195	7.856414278	8.765300792	8.992807921	8.821724617	8.705036684	8.927700515	8.786584461	8.610366917	9.158712082	9.515915451	9.26920611	9.119277473	9.070879405	8.925463611	8.532039467	9.299105933	8.729564364	8.926373582	8.679826174	8.29537346	8.405416782	8.510125252	8.952489343	9.115210731	9.042241672	8.868401187	8.514315192	9.052450694	9.001290493	8.963170325	9.442958547
A_23_P106544	23	NM_020188	11.0537925	11.98537971	11.27080473	10.69724534	10.64496832	10.59541649	10.91578871	10.02983605	9.983902211	10.88893708	10.56113286	10.43061281	11.28639222	11.0145742	10.76524968	10.75521738	11.08205679	10.71083116	11.09900999	10.94645112	11.2729962	10.7055317	9.86831836	10.96510449	10.7974349	10.83432578	10.36650862	10.36172543	11.06563961	11.45665372	11.07311728	10.63214193	10.76590068	10.73106949	10.86227881	11.29574286	10.62902579	10.95270267	9.899767218	11.57379256	10.93000651	10.84271709	10.76524968	10.86870986	10.55782727	10.6120104	11.01681247	10.03942687	11.0847276	10.65419287	10.66952808	10.85112234	10.67929835	10.28590424	10.78279206	11.08927172	10.05281923	11.05191655	10.41690632	10.82051696	10.73166017	11.1728587	10.79238041	10.33811346	10.36172543	11.10110849	10.80614185	10.7780371	10.72490178	10.47620149	10.6819991	10.7199096	11.0148978	10.76952675	10.66203795	10.46335082	10.42732313	10.9397199	11.36760611	9.955355806	11.04423634	10.83839308	10.31653664	11.12567242	11.33388529	11.1747027	10.55484966	10.32758288	10.61132302	9.936262409	10.93514371	10.55543808	10.69608699	11.87433817	10.58686655	10.49335618	11.22485906	10.54583206	10.57397726	10.79405875	10.73807953
A_33_P3219745	24	ENST00000368681	2.669692077	2.638113263	2.559220773	2.662327934	2.548352939	2.744405792	2.56565605	2.665245175	2.556617778	2.519366815	2.570472677	2.617571493	2.538592559	2.911822951	2.933167314	2.471862584	2.491475358	2.72505028	2.508186736	2.590385963	2.56361516	2.643886293	2.489484908	2.595421761	2.578959329	2.680359609	2.488721921	2.556990283	2.582557918	2.580006793	2.874955992	2.476959173	2.675737494	2.620929192	2.569508117	2.748396801	2.801570394	2.85542995	3.093339982	2.844512478	2.701376555	2.963487873	2.669936884	2.74114643	3.709079244	2.984056368	3.338819598	3.134341413	2.685219271	2.679223501	2.489366526	2.545040807	3.901720231	2.676258717	2.548009386	2.698936033	2.490106771	2.593321668	2.762604777	2.639590813	2.542681727	3.010079968	2.562964858	2.603868669	2.51155059	2.506503972	3.160677375	2.540269488	2.934537134	2.526520502	2.536119501	2.945193881	2.632370196	2.524476814	2.830333773	2.78754292	2.841013469	2.963487873	3.281988016	2.505572627	2.532618527	2.50593552	2.598095494	2.613713269	2.992719794	3.015833531	2.705177632	2.530618583	2.479760214	3.622045983	2.606131457	2.664645433	2.506139076	2.516114158	2.558654434	2.80196679	2.593205551	2.510858212	2.476010257	2.652239246	2.553594427
A_32_P85539	25	NM_013320	9.454459474	9.109737598	8.764437185	8.754767908	8.34401906	8.886713982	8.303754935	9.198342383	8.089581033	7.700264416	8.669787033	8.560574331	8.396096229	9.45080271	8.303983679	9.425590417	8.770690197	8.662793952	8.600183329	8.855224138	9.160092804	8.633519228	8.121203126	8.818487709	8.806514505	8.830879806	8.867146355	9.155450605	8.517749307	9.403714089	8.514090599	9.104362996	9.343540684	9.190321504	8.158156999	8.775700324	9.158941147	8.791092974	8.646264625	8.050364069	8.958702338	9.348250675	9.179160179	8.539846563	8.569009337	8.599735231	8.624001874	9.273906415	8.640395686	9.249662937	9.123369721	8.794866055	8.406537741	8.584481501	8.719383069	8.44848407	9.216878589	9.14936237	8.859978261	9.063430411	7.591302592	8.465259162	8.928140536	8.809136275	8.833941256	9.306513515	8.623751671	8.531091438	8.810487768	8.400613856	8.504723125	8.720734067	8.838013793	9.054523402	9.137127683	8.32451635	8.498431039	9.086464923	9.092734178	8.785127013	8.970566464	9.011510539	9.012383328	8.822912192	9.1324915	9.161417188	8.886934274	8.362491911	8.725209124	8.317363468	8.639916159	8.593340012	8.61303461	8.47806295	8.896905263	8.848482728	8.677606001	8.935583484	8.83242266	8.837823637	8.885611472
A_23_P94998	26	NM_012318	6.624454543	8.545996327	7.667857706	7.457988559	7.874065301	7.341062645	8.310424606	7.588706336	7.67228024	7.600135717	7.551709202	7.870626948	8.487483957	7.643174473	8.444719953	8.183669294	7.908959914	8.108973117	7.329618509	8.443550291	7.010387457	7.566177164	7.705656134	6.998399716	7.836769242	7.415618806	8.388122721	8.394961419	8.044107355	7.680631942	8.25882275	6.95854864	7.592288614	8.437854389	8.631423593	9.028664214	7.595006074	8.199885925	7.920442863	8.867753268	8.167439694	8.825320417	7.579943101	7.894853445	7.041045085	7.96009136	8.381016557	6.959341336	8.031419993	8.078197472	7.843172094	8.034137005	6.037695002	6.97740897	7.631771003	7.727758229	7.995308587	6.741970067	7.282788403	8.686607719	8.086005916	8.959801828	7.353446859	7.909700957	6.646150606	7.357005919	7.658118528	7.190566644	8.033253495	7.372250157	7.161021952	7.664129233	7.568763262	7.807036968	7.819615463	7.948811266	7.855294506	7.280171556	8.735193126	7.830197166	8.227964184	8.21854263	7.732234127	7.874990176	7.800418548	7.879606314	7.531741439	7.781707977	8.157698531	7.628595462	7.561655356	7.422773454	6.851701408	8.783586755	7.50197137	7.944478411	7.979912775	7.706428556	7.849893499	8.165373074	7.658118528
A_33_P3235677	27	A_33_P3235677	5.491407589	2.645595166	4.54279628	4.248204211	5.002692086	5.495519539	3.860381492	5.763519201	6.452589442	4.319648695	4.586716944	4.781928317	2.619881766	2.939757911	2.969216449	4.493176139	3.249424451	5.377322234	3.480807285	4.140504803	4.643879835	3.471991072	3.966970914	3.766508822	4.538965241	3.879203352	3.379849088	5.895174743	3.218499959	4.608645686	3.11763588	4.739992536	3.961382173	4.843472677	4.394215385	4.551280371	4.023217653	2.893026136	5.765487681	2.592291599	3.984199443	4.826168078	6.376530054	3.199936706	3.63452307	4.111421236	3.349163618	5.316439588	4.830005524	3.558495496	5.271545818	4.918747108	3.94548252	3.130389693	3.548375077	3.893817368	6.178639528	4.226273948	4.585612575	5.025645289	3.031957984	3.025611984	2.936078064	5.1230533	5.482126669	5.065673456	5.570551781	4.373165331	4.243615855	5.315378351	5.299416672	4.292019252	4.88314333	3.451608506	2.888104086	3.174922988	5.307694492	4.897275486	5.334072475	5.292294981	5.911009719	4.608233926	4.923202551	2.872353856	3.584581105	3.497502984	5.058729079	3.902056789	4.705382366	5.590249434	3.091122685	3.32541268	5.491039783	2.890251838	5.873990904	4.324275666	4.094140404	5.297389086	3.510959231	3.499792849	2.563834836
A_23_P417014	28	NM_001010877	3.563629196	2.900889693	8.009825611	2.681600824	2.923653968	2.788456324	2.5697705	2.685905542	2.548009386	3.661188528	3.058156172	3.502189829	2.542187718	3.909928157	2.986416972	2.763754542	3.802216562	4.748158793	3.786490472	3.447743415	4.293213926	3.423975882	2.495881113	2.60710937	2.591357827	3.927874692	3.328594857	2.577697809	4.095577658	4.317226461	2.821901552	2.489801486	3.261977954	2.634139459	2.589385136	2.787148172	4.090866154	2.907556409	4.218385929	5.160611849	2.705177632	3.004303421	2.677397908	2.785385803	2.673639576	3.897218727	3.35477546	3.207332672	4.170189042	2.704884146	2.494600205	2.940535668	3.962477358	2.988016541	4.339211399	2.723815273	2.495994981	2.834159677	3.79072562	2.666754777	2.810870852	3.034455805	3.004565508	3.092909778	2.927623073	2.50081923	3.211762468	2.793687963	2.977461924	2.867207359	3.413457415	3.001478253	2.880476227	2.531138783	2.91338478	2.835192782	2.87013152	2.996565567	3.296372372	3.655317007	3.51352777	3.019242006	3.98755565	3.562253952	2.995060766	4.64948147	3.580304062	3.234124694	4.246624965	2.468702999	2.623283949	3.103792869	2.508311594	3.088833315	3.108739011	3.469656743	4.689296558	2.514866993	3.183214134	4.679139546	3.11972239
A_23_P103905	29	NM_016406	11.40435211	10.85925224	11.53749175	11.1089067	11.22453122	11.73696255	11.54608763	11.23522424	10.79774474	11.12602112	11.55106618	11.27917009	11.29861214	11.11149919	12.05890428	11.39376052	11.32243062	11.35149058	11.93260636	11.51920831	11.12455458	11.05916775	11.68477448	11.56618163	11.58745949	11.11402439	11.07241801	11.07273422	12.04849215	11.12639443	11.63545506	11.05949961	11.51830935	10.92346506	10.69880761	11.06314535	10.97038426	11.35418117	11.56216156	12.0635185	11.22598627	10.60197892	11.29975077	10.88332592	11.91079101	11.34790006	10.94835356	11.01302961	12.07006187	11.46721143	11.20876193	10.9312757	11.93759872	11.45616376	11.68093634	11.22485906	11.53618072	11.59067352	11.58700453	11.2274797	11.40938981	11.04678138	12.04269366	11.23601301	11.78994112	11.7221115	10.99897331	11.81110758	11.42657601	11.15920348	10.99195245	11.24564198	11.43902936	11.91577201	11.35028905	12.27866219	10.96679961	10.91934128	11.3424042	11.88180084	11.8045837	11.18976117	11.4552985	11.12639443	11.40857327	12.2468973	11.99113791	11.3929021	11.75061644	11.03931478	11.64677224	11.91130674	11.79964758	11.79918003	11.1192969	11.42162433	11.36893983	11.4489761	11.46821586	11.67029577	11.58042287
A_24_P497186	30	NM_182972	9.408662975	7.944735718	9.283340089	8.939211051	9.267271155	9.012621204	8.787749016	9.29359191	9.209409173	7.809893198	8.887975542	8.827961043	8.338190501	8.119507075	9.207088962	9.781588882	8.824637633	8.963869413	8.90299228	9.751607424	9.34269263	8.599462896	8.958702338	9.163711223	9.197659274	8.601981897	8.94377801	9.357295225	8.962692478	8.691653102	8.346797247	9.325787242	8.872738237	9.361257813	8.542633064	8.584481501	8.281499993	8.661669201	9.264727389	9.257153819	9.016285784	9.328447441	9.179377895	8.528824507	9.3720175	9.369721912	8.472623496	9.359417274	9.884146333	9.57100665	9.27792769	8.872255249	9.073582538	8.919869047	9.342192315	8.987485541	9.472902376	9.796163464	9.512281894	9.268502807	9.694060463	8.346097989	8.908676363	8.841619942	9.877515643	9.30724875	8.432942875	9.430741835	9.3720175	9.113194363	8.724256743	8.973445563	9.25132172	9.186108038	9.752388495	8.944891918	8.818892322	9.28209509	8.511651458	8.169958349	9.035851267	9.432301006	9.610770634	8.952974615	9.22984307	9.061308824	9.664919191	8.856799648	9.094586751	8.441074739	8.756825609	9.353434384	9.431421372	8.676850482	8.478562839	8.901684112	8.40337231	8.648316961	8.888973781	8.86796211	8.805862635
A_23_P118536	31	NM_018042	6.542280725	5.463931106	6.722154772	6.248585212	5.220252856	5.236975232	5.629577705	5.546645342	5.895483996	6.96292602	6.509535073	5.678538066	6.62499281	5.325948766	6.837929562	5.831862291	6.710398594	5.88653237	7.061985679	5.261449737	6.329254326	5.275153309	5.407281152	6.610259796	5.359921574	5.815807227	6.415743149	6.430785681	6.116856252	7.014758572	6.266906394	5.144200196	5.441198938	5.517109928	4.242165483	4.026927381	4.700503456	5.282105564	5.785134754	6.254294041	6.392616503	6.579298776	6.499295245	5.367517821	5.289893102	5.885879692	5.301732169	5.204676713	6.353350927	4.527286115	5.398788395	6.701768864	5.122724071	3.299267329	6.709401449	6.642156908	5.664742211	5.66672945	5.96485355	6.411983098	5.517490379	6.506514925	6.110465555	5.834043546	6.113874587	5.830596036	6.773395624	6.635408809	6.40918347	6.07180696	6.054861282	6.207172381	6.316464311	6.022615563	6.124057097	5.84856844	3.368328954	6.650209208	6.348799643	5.885281686	6.123491372	6.307386266	5.795137582	5.072114625	7.185003003	6.151852817	5.997990535	6.147222336	6.072771738	4.940726159	6.03142288	5.880659774	6.471645627	6.224401863	6.151533214	5.680413794	5.837413872	6.283751923	5.7006304	6.052130957	5.667002022
A_23_P434289	32	NM_080865	4.865204152	3.616312933	4.328511357	3.103210548	6.079944352	6.495231205	3.912789668	3.884787025	3.530124645	6.010163511	3.948060941	5.035946589	3.88514408	3.007907396	5.000367788	4.550260661	5.878169432	2.763754542	3.310019691	3.8592423	3.293121318	3.930304713	4.214241128	6.474710091	3.430912988	4.465838255	6.011055173	4.325002156	4.898291206	4.689296558	3.907968668	7.122019974	2.938979974	6.634591872	4.595315378	5.678538066	3.917996617	3.795109249	6.420299367	3.89606513	4.283953894	5.873414587	3.731475803	4.522801523	3.540383666	5.596750584	5.783806758	3.276586843	5.515797014	3.866443875	4.730350113	5.947170403	4.025396987	4.660550798	5.399077102	4.838148051	5.721641977	4.296002578	2.828941185	5.060530315	11.10074634	4.370221493	4.169771564	3.599100908	5.653198484	5.198622179	3.267352824	4.106509736	3.031703019	6.539442169	3.123511393	3.952206669	5.454831613	4.923940455	4.42435352	6.75334278	6.219214934	4.880660458	4.820116705	3.350408987	5.318724308	4.493985995	4.973050442	4.444490975	5.366800934	3.58317861	6.291518199	6.392952098	5.919964439	8.385408636	2.697657645	5.669376128	4.013660612	7.486690811	3.800479873	5.543902935	5.710693125	4.522029068	3.912789668	5.416506497	4.101679912
