REF	Feature Numbers	SystematicName	ccRCC-1	ccRCC-2	ccRCC-3	ccRCC-4	ccRCC-5	ccRCC-6	ccRCC-7	ccRCC-8	ccRCC-9	ccRCC-10	ccRCC-11	ccRCC-12	ccRCC-13	ccRCC-14	ccRCC-15	ccRCC-16	ccRCC-17	ccRCC-18	ccRCC-19	ccRCC-20	ccRCC-21	ccRCC-22	ccRCC-23	ccRCC-24	ccRCC-25	ccRCC-26	ccRCC-27	ccRCC-28	ccRCC-29	ccRCC-30	ccRCC-31	ccRCC-32	ccRCC-34	ccRCC-35	ccRCC-36	ccRCC-37	ccRCC-38	ccRCC-39	ccRCC-40	ccRCC-41	ccRCC-42	ccRCC-43	ccRCC-44	ccRCC-45	ccRCC-46	ccRCC-48	ccRCC-49	ccRCC-50	ccRCC-51	ccRCC-52	ccRCC-53	ccRCC-54	ccRCC-55	ccRCC-56	ccRCC-58	ccRCC-59	ccRCC-60	ccRCC-61	ccRCC-62	ccRCC-63	ccRCC-64	ccRCC-65	ccRCC-66	ccRCC-67	ccRCC-68	ccRCC-69	ccRCC-70	ccRCC-71	ccRCC-72	ccRCC-73	ccRCC-75	ccRCC-76	ccRCC-77	ccRCC-78	ccRCC-79	ccRCC-80	ccRCC-81	ccRCC-82	ccRCC-83	ccRCC-84	ccRCC-85	ccRCC-86	ccRCC-87	ccRCC-88	ccRCC-89	ccRCC-90	ccRCC-91	ccRCC-92	ccRCC-93	ccRCC-94	ccRCC-95	ccRCC-96	ccRCC-97	ccRCC-98	ccRCC-99	ccRCC-100	ccRCC-102	ccRCC-103	ccRCC-104	ccRCC-105	ccRCC-106
A_33_P3291279	387	NM_001029870	4.611444176	4.666957649	4.238378392	3.265133808	5.383187115	5.680082813	5.355300919	4.273686725	3.846153328	5.381624769	3.784669139	3.850922614	2.568044039	4.244776088	6.176288653	4.532177543	6.20306132	5.53996745	2.982446764	5.805660827	4.579650906	3.370038235	4.780119512	4.272511434	4.969578026	2.745993367	4.145924239	5.294322917	5.71101246	2.627783371	4.844218963	4.155418445	4.637408343	4.087102438	5.057755611	5.860451252	6.155557447	4.807403476	5.42014652	2.661218561	5.553933613	6.426064597	4.286712911	3.111536263	5.809171291	5.666430773	5.222262681	5.771685134	5.930239747	5.057755611	4.906956149	5.295653923	4.256423111	3.976702391	5.533630412	4.954434949	5.384525121	4.982283964	4.887066551	6.217483091	5.072507779	3.199009195	4.724448393	5.485088422	5.72413349	3.419263411	3.542560437	4.20508361	5.634966663	4.928119461	2.567852857	5.107471555	5.22330029	6.167740787	3.352319668	5.252611404	3.097022686	3.852105254	5.378833413	3.81965874	4.463676746	5.103433124	2.738798361	5.601424407	5.728249598	5.570221061	2.956275186	5.053854572	5.74541786	6.155276639	3.135005665	3.967754258	4.653499522	4.8881686	3.173028009	5.046951933	4.142978363	4.318001886	3.609876904	5.804031078	4.614772243
A_23_P120442	388	NM_181659	6.97863512	6.596694516	7.159755425	6.900741592	6.715734395	7.166048819	7.225545224	7.305243821	6.165492668	6.3751116	7.30426482	7.483930682	6.406867622	7.131174992	6.969016627	8.119783945	7.195274256	7.192901416	7.368603463	7.692895778	7.475518598	6.97863512	6.321144415	6.468959021	7.119703025	7.480737043	7.629839802	7.911169693	7.266203903	7.093177887	7.653510566	6.459816598	7.292254964	7.416659638	6.287171944	6.7678436	7.758063174	6.436795593	7.519351011	7.798568361	7.094944298	6.584907699	7.706428556	5.855074763	6.846424115	6.754754606	6.231712582	6.153342547	7.208744815	7.208503269	6.882919933	7.273002055	6.375402916	6.408357631	6.628215506	7.1967921	8.814066268	6.686294941	6.952687392	7.548426157	7.167269246	7.128075742	7.352043554	6.963446801	6.780501696	6.085655477	7.234236188	7.379689426	7.7222034	7.305538912	6.998112273	7.593007075	7.685289112	7.260669047	7.587481394	6.516370974	6.27449068	6.97994459	7.254088721	7.018512584	6.886250306	7.328384751	6.491624231	6.809225129	6.706930626	6.920617959	7.216747009	7.201629193	7.193387131	5.972079637	6.888438635	6.74123105	7.097784222	6.483006518	7.299069322	7.089619709	6.956134803	7.640812277	7.312655958	7.400110307	7.8622029
A_33_P3768992	389	NM_152418	2.931033085	2.721777507	2.637150538	2.839764164	2.663364798	3.115512375	2.640046342	2.895697614	2.494373776	2.569668985	2.627890386	2.83916609	2.572496611	3.31185981	3.317329892	2.477780197	2.566503132	2.960056481	2.567289379	2.730762967	2.648616654	2.864913442	2.550683198	2.703286391	2.676427588	2.762130393	2.539163411	2.702738523	2.635036523	2.638604231	2.651142316	2.576158661	2.86692225	2.709865204	2.729059997	3.111104235	3.075739923	3.303363778	3.393407823	2.671699554	2.776044891	3.356019761	2.833657556	3.16294744	2.747457814	3.380945026	3.60317138	3.681147956	2.999422115	2.964259587	2.634381918	2.642151911	4.30068298	2.765462929	2.643157601	2.966822437	2.542558259	2.710273842	3.024422093	2.869657706	2.988785577	3.226216675	2.671699554	2.671850949	2.606563814	2.487139509	3.591789234	2.569429786	3.33016376	2.581011363	2.570200328	3.374128066	2.770529552	2.572427771	3.400540902	3.186527376	3.129605718	3.237851012	3.517975708	2.61500386	2.632945398	2.566747456	2.752499753	2.754118784	2.822842547	3.303363778	2.995060766	2.643157601	2.640272333	2.544159339	2.743851326	2.826876705	2.56191189	2.613456549	2.678751931	3.104722422	2.778764149	2.544452376	2.488049323	2.740998308	2.814496185
A_23_P113471	390	NM_174912	8.200373413	9.542068831	9.211057035	9.047583733	9.173782695	9.060205053	9.232544318	8.990698844	6.687329216	6.251110702	8.831355088	8.607818926	8.165803861	6.966069867	8.546685366	8.455293559	9.088637587	8.617965268	7.741497672	9.64250342	8.362273634	7.796702388	9.151962911	8.894310968	8.617965268	7.676217634	7.794632915	8.1426841	9.403471054	5.374104943	8.447011571	8.399924732	8.982065135	8.137866667	9.051125616	9.596188034	8.63331124	9.8223347	8.232433162	7.901464121	8.830195043	8.417963369	8.72932597	7.501059824	9.941895643	8.798876937	9.284055209	6.763532891	8.543684508	9.44587217	8.672304428	9.279950378	9.366177069	8.997264814	8.345004826	8.741728628	8.495057408	9.548433827	8.549004455	8.867146355	8.072314674	7.965692538	9.059762829	9.435019954	9.382107434	8.321436416	5.20567935	7.967202306	9.063430411	8.680759556	7.890745249	8.829104495	8.952729773	9.278150048	8.008433164	9.187572218	8.536897016	9.659557936	8.208239407	8.534401487	7.430984653	8.423501245	10.10655674	9.335680678	9.236667197	8.351256851	8.771617975	8.43589132	8.832865331	9.038265016	9.536886362	9.268502807	6.996770154	7.432439479	7.57625307	8.422394528	7.323797506	8.646689439	8.218319823	8.487249889	8.638953078
A_23_P10206	391	NM_005328	2.965227038	2.73490116	2.646132085	2.864247029	2.678635196	3.154093313	2.64752683	2.930780517	2.490796014	6.374273737	3.518641128	2.869023159	3.873818583	3.357585307	3.359647616	3.315010599	2.573679643	2.99032138	2.574930252	2.749730259	2.662327934	2.897391041	2.555841375	2.721162995	2.687747867	2.78059785	2.596822748	2.721162995	2.642906685	2.646351815	2.65962966	2.586451009	2.89858133	5.145971977	2.746492915	3.15378164	3.113967424	3.346884421	3.43391282	2.682108666	2.795175706	3.400540902	2.861242557	3.213543326	2.759849021	3.432259856	3.646294691	3.732195896	3.048999132	3.001478253	2.531334059	2.651327414	4.339211399	2.778588451	2.654426823	3.001779261	2.548948725	2.721893718	3.051702344	2.903017119	3.698302742	3.257221344	3.209252072	2.903245348	2.617098229	2.48776838	5.480160269	2.578454182	3.373394544	4.859251124	2.573355614	3.423281513	2.7861871	2.577228421	3.445252673	3.226216675	3.169488478	3.26898073	3.54948899	2.626721674	2.643575627	2.744330326	2.767859782	2.774847173	2.801384285	3.332375414	3.038430165	2.65929655	2.530012186	2.554062903	4.780815863	2.847853288	2.569131386	2.623545077	2.69272106	3.146663389	2.799032431	2.549496414	2.491031399	2.757720251	2.661782111
A_24_P48723	392	NM_000961	3.602083082	8.160942705	6.824744441	7.428145455	2.684791856	5.415897364	3.581036609	3.996964723	2.488233012	6.673393543	9.782357624	5.851305806	8.023797972	6.688437689	5.933145655	7.363595336	4.895951428	4.823190757	5.583634548	4.946152193	7.282311764	7.354944693	4.109441632	2.730762967	4.837835817	2.790874488	10.53632934	6.134570305	3.716528301	6.123770657	4.242885366	8.070310777	4.612602518	8.382348094	2.754683395	7.898213119	7.52933568	7.411057718	7.68964931	8.814680859	6.378839846	3.425884061	4.25369352	8.010726986	6.193830031	3.455610628	5.894843964	3.761105745	4.64649493	7.113278332	6.419251968	4.415814312	4.35752398	2.786573537	3.525610656	4.075978949	8.804286916	5.321878644	3.345872259	5.830218541	13.65304922	3.270058314	9.009275145	4.421648468	4.642019511	2.488233012	11.70223449	6.271922442	6.454808735	7.888619862	5.545637252	4.562404105	6.884530854	5.482126669	9.063177838	3.247455441	9.354223635	7.00576337	3.565658198	2.631431487	5.314285376	7.213858536	2.99032138	7.57530144	6.630273647	5.681468202	3.052843633	7.104137232	6.24707021	2.557937208	10.78125118	3.893377941	5.461313805	2.627890386	9.595460993	6.223771695	6.781641144	7.743060843	9.858949531	7.576723328	3.830506028
A_23_P412321	393	NM_000579	10.01387661	8.60605624	10.74615765	11.38074515	11.05522968	10.43908224	10.17435739	9.474714567	10.65645473	12.95147696	10.17633052	10.72819325	11.1776982	10.80579398	10.89646705	11.75061644	11.64204473	11.5178801	12.22001485	9.708516637	11.50506672	11.18386008	10.05386937	9.399689424	9.778234028	12.38753667	11.68288815	10.20227679	12.44397594	7.961701499	12.78150705	10.51009425	10.62584862	9.79486031	10.85475283	7.292739049	9.8101248	9.835163485	8.565049791	10.28817042	10.07980613	7.84822023	11.92663393	10.66817588	9.70437203	11.36716354	10.34465396	8.116997854	10.13202638	9.374329901	10.1713213	12.45857229	9.897963697	10.53830008	10.94178688	13.10503991	8.249286564	10.07642702	7.677714928	8.766634247	11.2119372	12.38484373	11.42906337	10.92423635	10.79267784	9.863655027	10.85705552	11.86415108	11.02036282	9.937815805	11.13942289	11.32947389	12.19605737	8.38564674	10.98600957	11.81456337	10.52496398	12.88363391	11.97684236	10.26045019	10.14608196	9.997377397	10.86904694	9.980167803	11.9553191	9.378085332	9.746961582	11.48402066	10.12258767	10.86522356	11.01681247	11.27679631	10.24267418	9.563495384	10.86680282	10.9379136	11.24166303	12.07578868	11.47741748	10.0196679	9.402106538
A_33_P3222019	394	NM_014653	6.20560959	7.244257252	7.394575937	6.451429769	6.883192734	6.026704802	7.061501555	6.997036952	7.849410041	7.462190512	6.818123013	6.378272077	7.044944659	6.993213184	6.185475831	6.653215721	6.405027904	6.683563006	6.927541278	7.132937858	6.995761175	7.133758481	7.74099138	7.358559314	7.18277231	7.933696059	6.568831302	6.598351262	6.963446801	7.061742292	6.988486281	7.397951564	6.920617959	7.087930701	7.75876681	6.728405005	6.50409153	7.172947297	7.144315916	6.538572058	6.30869246	7.203173994	6.594153448	6.288299683	6.814070293	6.793107426	7.323051094	7.063498553	7.215237072	6.109901983	7.104672968	6.629568557	6.831952103	7.856185168	7.262338904	6.771266781	6.667075994	7.261141285	6.81860776	6.488616227	7.589228882	6.521882384	6.870643	6.988981066	7.480982509	7.320007107	6.818871746	6.456245301	6.839271438	6.599663769	6.858518981	6.994024512	6.717293972	7.198840881	7.107203451	7.045458703	6.418388666	6.149890788	6.622003623	7.097491786	6.71838991	6.780501696	6.436522771	7.454673605	7.119434035	7.165585653	7.174995097	7.07036197	7.157295093	7.221969696	7.25380855	7.296206893	6.809225129	6.724177888	6.638897439	6.78597428	6.837929562	7.000475757	6.799039645	6.733304532	7.415869949
A_33_P3619819	395	AK124949	13.5736165	13.08566831	13.33584785	13.99421564	13.443493	13.87802329	13.03804257	13.74344345	13.88111903	13.49380914	13.74842938	13.33946548	13.182878	13.2412501	13.26387906	13.82753608	13.49941998	13.41771123	13.98736216	13.27440898	13.88591368	13.167296	13.24417767	13.74464897	13.36476651	13.76454015	13.69305948	13.61324701	13.20540367	13.97380466	13.52755281	13.89918341	13.04595351	13.63623465	12.98255801	13.39548929	12.70931818	13.21767549	13.58090379	13.48822746	13.22053087	13.22053087	14.12249591	13.93115163	12.90390186	13.64530967	12.90131527	13.53954779	13.37590594	13.19913724	13.7281049	13.71217955	12.80136677	12.73702147	13.55922063	13.81270015	13.46439033	14.04724096	13.70108324	13.74724338	13.71217955	13.14290445	13.7895917	13.51466362	13.56145977	13.32055419	13.35350078	13.42131923	13.42015532	13.80219595	13.61810537	13.19106226	13.66600873	13.53853585	13.77563812	13.11397151	13.59125517	13.77141163	13.64768887	12.80573567	13.56145977	13.3482285	13.44833922	13.21050917	13.78385064	13.3109546	13.71217955	13.62196705	13.39060334	12.96320677	13.63749609	13.45337149	13.23810454	12.90471914	14.00048773	13.5972325	12.83988108	13.71093229	13.47707117	13.60739625	13.63212774
A_23_P369815	396	NM_000639	7.051334041	2.765462929	7.877382397	7.716135155	7.477610661	7.305000893	6.820741628	5.609699696	6.769619578	10.02853304	6.312760115	6.335560934	7.391697368	6.976093887	7.405273298	8.284617057	8.65786809	8.067504383	9.328447441	6.26461004	8.039781709	7.962834843	5.921202687	6.350997817	5.769076389	8.886529568	7.28504972	6.861431516	8.995089286	3.60695133	9.836532537	7.833429362	7.434216009	5.720003212	8.317363468	3.238199628	6.43464679	6.996770154	5.21426064	6.710921581	6.984178875	3.517239719	8.227536274	7.270823278	5.812363641	7.949954546	6.697276578	4.924200337	7.018512584	5.684712041	7.294228915	9.543781738	6.242673316	6.437884788	7.52954236	10.08311131	3.459890415	6.759259859	3.119102486	6.235872157	7.237575766	8.623751671	7.665586431	8.533385375	6.564513749	5.914435376	7.260910796	8.702068959	7.336738794	6.372690645	8.018996723	8.021300186	9.475967047	5.791563666	7.43694133	8.165110865	4.543481626	10.11671156	8.670717061	6.833303382	7.516129125	6.520443132	7.115641894	6.761429804	9.041580836	6.489670235	6.021145195	7.896693458	6.489947993	7.220245347	7.057692966	7.395330757	6.781356115	4.390129503	6.857499383	7.219539888	7.867715561	9.020440187	8.53621673	6.082483129	4.83213945
A_33_P3219682	397	N35358	7.5315068	9.311662563	9.624019788	7.837251311	7.943333791	7.474384171	9.125959768	8.276426847	9.309515291	8.654341358	8.7398545	7.805195015	9.616725693	8.347957871	8.099586614	8.596361652	7.828093423	8.246256225	8.517218428	8.290022934	8.292894821	8.279468174	9.049014674	8.423269061	8.457096669	9.261520011	8.410269819	7.838259027	8.429680404	8.202313369	8.829104495	8.408684171	8.189233562	8.514801103	9.076925077	8.551684129	7.729135478	8.734285478	8.151727765	8.602663233	8.047093263	8.399021377	8.201669379	7.715662079	8.285267552	8.445863069	8.556563776	8.185345598	8.375236998	7.653510566	8.644918867	8.15908196	8.713739736	9.80304965	8.443274287	8.245596866	8.391551204	8.339641326	7.978517283	7.724839714	9.123948324	8.415001224	8.490430971	8.113191672	8.674293427	8.595154657	8.494088975	8.29727603	8.035141444	7.732719734	8.514801103	8.416820743	8.469188001	8.769066297	8.805251094	8.57315057	8.01573373	7.809655167	8.311579761	8.717978079	8.223239253	8.505642621	8.175846846	8.73406561	8.355932753	8.550881142	8.32561441	8.130478536	8.911127158	8.821002395	8.86406042	8.681672347	8.520552104	8.707010391	7.999632142	8.34081787	8.039061619	9.145786221	8.795756717	8.444262804	8.641270027
A_33_P3291150	398	A_33_P3291150	3.071806433	2.779333498	2.676107469	2.952460719	2.719324786	3.277564325	2.685063651	3.042894351	2.478573096	2.5940318	2.660959459	2.961660454	2.59387375	3.493284762	3.498504543	2.492147766	2.591282877	3.104417154	2.598194329	2.811941205	2.705967258	2.994218511	2.56813157	2.787148172	2.723815273	2.841013469	2.564736315	2.783344556	2.671054023	2.675849366	2.687747867	2.617386681	3.010319665	2.75920525	2.803868051	3.26967147	3.231454655	3.484333585	3.566697954	2.710575027	2.875927832	3.557419293	2.964259587	3.39023546	2.816163725	3.577915043	3.789228357	3.89795956	3.178533745	3.136282827	2.54629203	2.687105999	4.455071186	2.82772894	2.695440319	3.098338657	2.567852857	2.766154353	3.14222487	3.008388225	2.726608934	3.347235451	2.738505141	2.719188835	2.655112003	2.494137678	3.783162639	2.6112999	3.519020733	2.58216522	2.579676897	3.576461426	2.840766338	2.5960837	3.583529821	3.35510082	3.287739257	3.374444284	3.680016761	2.661432606	2.676427588	2.596692974	2.827041448	2.851793544	2.756141485	3.417328191	3.164209395	2.717089505	2.546139981	2.584330157	2.847634178	2.921204007	2.598330049	2.655953788	2.737786319	3.27379502	2.887613402	2.564821192	2.5010905	2.811941205	2.69013692
A_33_P3252612	399	NM_017781	17.15590007	17.06526864	17.29562488	17.41119044	17.52772535	17.00886365	17.44908591	17.26863871	17.55320583	17.31204647	17.57279754	17.05396229	17.08424194	17.16641677	17.08424194	16.97622458	17.04479643	17.35771834	17.28069019	17.03517439	17.4876097	16.93453875	17.04479643	16.81560468	17.18803958	17.17548992	17.62829867	17.41119044	17.09475598	16.93453875	17.23959572	17.32645679	17.11268016	17.57279754	17.42906708	17.39321958	17.00886365	17.41119044	17.32645679	16.85674158	16.84012549	17.31204647	17.23959572	17.19990361	17.29562488	17.03517439	17.06526864	16.93453875	16.83198995	17.10521846	17.4669424	17.18803958	16.08005256	16.57266915	17.13405157	16.84982681	17.70196185	17.13405157	17.4876097	17.25425746	16.83198995	17.03517439	17.16641677	16.90491907	17.22507383	16.95918975	17.31204647	16.99132939	17.16641677	17.06526864	17.57279754	17.01710789	17.26863871	17.4669424	17.15590007	16.84012549	17.18803958	17.52772535	17.44908591	16.7055493	17.26863871	16.95238103	17.17548992	17.01710789	16.71150043	16.49098377	17.55320583	17.44908591	16.9998995	17.34189833	17.14517227	17.21188977	16.89635225	17.23959572	17.41119044	17.31204647	17.32645679	16.92779033	16.80825759	17.35771834	17.01710789
A_23_P115645	400	NM_001025076	6.456510657	4.875092258	6.282922679	6.279436959	6.321458312	6.176012544	6.242092324	5.47361275	6.279740806	8.149625771	6.437356952	7.292000193	6.423551614	7.736111749	5.855416323	6.125296911	6.554084524	6.764394582	6.71144299	5.470598889	6.193525528	6.315692503	6.911727183	4.982677952	4.987722255	7.208255671	7.371215155	5.808835444	6.373507373	6.814867749	7.652833653	6.639654358	6.029457108	6.245085004	5.966682878	7.349523084	6.923607744	5.091552007	6.430153713	4.960071562	6.406222726	6.574079154	6.369480839	6.228348659	6.661618094	5.684712041	6.552728004	6.931097736	5.614963631	5.175535036	5.164863851	7.207737395	5.803127844	5.997149846	7.589720804	7.974284699	5.673012839	5.77383984	5.802854925	5.773533169	7.392436874	7.489826516	6.230419918	6.944951922	5.997990535	4.953354399	7.839055175	6.829754456	5.774797723	5.213227909	5.710328321	7.637087434	6.725224712	4.62323619	7.438634949	7.670404327	7.156151866	7.488361766	6.728918518	5.807435619	5.288147859	5.037121334	6.845339733	6.008971141	6.325726087	5.986652035	7.152346338	6.195522458	5.258348826	7.505036933	6.297096976	6.018284683	5.837100889	9.284476762	6.310473662	6.186579167	6.018284683	6.457865176	7.342574389	5.23213916	6.449254619
A_23_P54088	401	NM_001004715	3.115186588	2.80212872	2.686703864	2.982446764	2.733530116	3.325084613	2.69906418	3.084859064	2.475176641	2.601643573	2.671992635	2.994716059	2.603045184	3.550247185	3.55178566	2.497621719	2.594528227	3.149553911	2.60918404	2.838245673	2.725230423	3.030255355	2.569164472	2.817478376	2.739628236	2.85906102	2.571790243	2.806159572	2.685219271	2.688595269	2.702872232	2.628550894	3.049486563	2.778214071	2.815087301	3.313438958	3.274772393	3.528571873	3.623792632	2.719324786	2.911061715	3.621043454	3.004883848	3.450232488	2.843046284	3.630330298	3.852832834	3.95753029	3.234124694	3.18380639	2.552286165	2.69936273	4.493985995	2.846653915	2.710273842	3.136037253	2.574543279	7.115104894	3.173028009	3.048999132	2.74072418	3.382509829	2.760823482	2.732883552	2.669143843	2.499346611	3.833536341	2.622894703	3.57466089	2.577059402	2.577775687	3.633429767	2.860300178	2.602517643	3.625155115	3.401007877	3.331166582	3.412509452	3.726971712	2.671992635	2.687577437	2.606767742	2.836095644	2.887855811	2.753960386	3.451262853	3.207957903	2.737907758	2.552877692	2.595618839	2.873531188	2.949878195	2.60447579	2.671699554	2.75649159	3.319420462	2.91659503	2.569939255	2.505372261	2.832834947	2.697256209
A_33_P3259339	402	NM_080629	3.129922026	2.808346054	2.691467991	2.992124188	2.738505141	3.335501219	2.704735244	3.101952708	2.473363825	2.604133224	2.676107469	3.007066445	2.606131457	3.566697954	3.570400701	2.499291131	2.594831646	3.167103335	2.61247789	2.849139031	2.730762967	3.040973528	2.568404582	2.829374603	2.743851326	2.868790927	2.57400759	2.814049093	2.68834376	2.694239037	2.706356123	2.63088814	3.066465463	2.783129098	2.816163725	3.33016376	3.290524478	3.540383666	3.643364706	2.722162764	2.923142949	3.639222935	3.017480368	3.470950182	2.851565861	3.649155525	3.869900684	3.978508726	3.251424803	3.197122446	2.554523524	2.704585901	4.507977775	2.855211193	2.713841092	3.145775824	2.577775687	6.138262721	3.181252911	3.055319026	2.974395607	3.391226057	2.766707602	2.739628236	2.674073427	2.501025734	3.85504752	2.627416342	3.590113556	2.574930252	2.57528736	3.649599167	2.864913442	2.60447579	3.63884547	3.408528046	3.345491967	3.427518239	3.751044344	2.673773017	2.691060091	2.610113682	2.838716989	2.896394134	2.755338627	3.462595023	3.223102992	2.743567867	2.554655166	2.597594043	2.880146832	2.958143829	2.604687679	2.675737494	2.761969993	3.332017866	2.923394442	2.572582754	2.506386767	2.837549148	2.698572727
A_24_P191664	403	NM_014498	10.22755986	8.815125714	10.12200428	9.555073041	9.58860103	9.699083758	8.965782805	9.722120224	9.367110197	9.19952835	8.723806215	8.654125592	9.191884312	8.958932877	8.777753303	8.981211907	8.31365459	9.285198498	9.408444456	9.772486221	9.568565479	9.474211967	8.143834667	8.758676018	9.604056937	8.661176854	9.02757751	9.661445788	8.440446296	8.702311761	8.565700295	9.686913734	8.494790715	9.891213656	9.994400202	9.415856368	9.034940916	9.392845439	9.045062537	8.663260682	8.947662932	10.53664822	9.642812139	10.19645023	8.27223895	9.348250675	9.967429866	9.475967047	8.985826817	9.892768388	9.452512024	9.262666592	8.463452177	9.031587297	9.154066495	9.567552338	9.17963239	9.216181842	8.967012688	9.058138893	9.26127371	8.499756934	9.195522672	8.723109435	9.477965239	9.572477619	9.800116521	9.208478897	9.300076137	9.772207304	9.078240503	9.416393629	9.246873673	9.273441032	8.31556818	8.38258093	8.168832522	9.014499432	9.483731501	8.948098257	9.34269263	9.376632422	8.510950979	9.31714566	9.605059217	9.017414732	8.451339353	8.842884026	9.364101441	9.040453952	9.049415906	7.942142161	9.420939584	8.341215758	9.686129374	8.706575236	9.114940204	9.003983922	8.636070538	8.399477996	8.656499566
A_33_P3318653	404	NM_001005479	3.154093313	3.075739923	3.478321426	3.016089145	2.74504714	3.357266779	3.241842091	3.125899329	3.571415888	3.138298102	3.435176663	3.025611984	3.039535988	3.598784127	3.599846235	2.738798361	3.173637976	3.198719955	2.68096237	3.386871972	2.797447317	3.06161488	2.566197799	2.848310041	3.056436662	4.103902149	2.741293442	2.829817182	3.978508726	3.222435399	3.382232871	2.635455625	3.605064612	2.938979974	3.979694756	3.359330243	3.31698922	3.559943384	3.680016761	2.906053576	2.94593502	3.674131459	3.044639785	3.499792849	3.220971049	3.684168571	3.905951822	4.014054587	3.281274884	3.222435399	3.048418943	3.329847112	4.52798954	3.785042296	3.656808411	3.27540215	3.190630245	3.396498397	3.202408832	3.072966966	3.344425929	3.411141042	2.78059785	3.869536551	3.400540902	2.517562171	4.966086843	2.635668249	3.623467195	2.568293197	2.569602108	3.68781076	3.409757832	2.973169001	3.660037656	3.432259856	3.37243592	3.44948957	3.787738076	2.983578681	3.407529943	3.071523723	3.3030345	3.136842729	3.77827684	4.073768513	3.248069956	3.217257372	3.586268039	3.438468042	2.888417909	3.486635915	2.603591724	3.212906494	2.768480737	3.363369449	2.92952448	2.90134077	3.217905054	3.154093313	3.080841768
A_23_P218807	405	NM_017590	8.581622968	8.221287806	9.046679053	8.12328279	8.1109401	8.647331232	8.763302564	7.05350136	8.134467053	7.048238157	8.772051307	8.746304654	8.192616443	8.163884213	8.67805459	8.55371912	8.011675817	8.771385092	7.912611188	7.875945567	8.521932072	7.751442998	8.071398987	8.647844291	8.786841254	7.934120399	8.163114752	8.349406037	8.146986035	8.018065959	8.33054926	8.334732688	7.829241819	7.507349766	8.845595033	8.732727032	8.372903858	8.90436562	8.654341358	8.59899447	6.219822956	9.009009643	8.539614953	8.4778244	6.900978747	8.214482642	8.244116878	7.071577383	8.318754899	8.518610943	8.574283546	8.320752779	7.346364636	8.440901965	8.078864855	8.432263164	8.959552434	7.84844586	8.34195899	8.178414865	8.589845787	7.880307703	8.437854389	7.671598947	8.122080127	7.814158701	7.130459456	8.12352903	8.56922605	8.921202918	8.230735836	8.012795486	8.430170763	8.905253386	7.965164009	8.314629963	8.20558705	7.358069557	8.399716212	8.027074599	8.516491411	8.329313423	8.530870786	8.054986874	8.187761112	7.061985679	8.337985128	8.630694698	8.981837134	8.798037444	7.734219862	7.649162639	8.585973966	8.588386094	8.187761112	8.625092797	8.137401107	8.678273053	8.52450664	8.532485222	8.180832948
A_23_P404730	406	NM_052948	6.426622641	5.848258174	6.151852817	6.046139728	7.049736156	6.162505534	6.305974813	5.81271037	5.299416672	5.495870012	4.84499775	4.857865131	4.867736695	5.887473908	4.921777948	5.697647123	6.698114334	5.872505892	5.97360311	6.764394582	5.462269617	5.349257912	4.889847566	7.047688999	5.444897725	5.535450494	4.162335791	5.683107909	5.719714499	6.798224024	6.001241715	6.142950142	6.048502214	5.234502481	5.342524947	5.073000535	4.751681847	5.452486356	5.303071933	6.277096285	4.37861357	7.38149669	5.942029979	5.405220495	5.919964439	4.8655536	4.753467925	5.430506555	6.151254644	6.104299154	6.248873712	5.534856197	4.545954139	6.156748481	5.709257041	5.853848282	5.376671001	5.953476349	5.873137053	5.629295762	4.807028922	4.729269995	6.111594582	6.152755503	6.534886755	4.835036495	4.054145584	4.995553799	5.50189417	6.537127567	5.919964439	6.615161432	5.583326894	6.870643	4.836815889	5.558430565	5.485743419	5.095310949	5.968522486	4.282421244	7.129055469	6.137583105	6.083364449	5.766949448	5.972756521	5.676241886	6.725224712	5.118813032	5.890927828	5.485743419	5.526449802	6.275874224	6.009293835	4.375125023	5.668962443	5.847974893	4.936854235	5.742113547	5.915803472	5.956180427	5.736007359
A_23_P14543	407	NM_006020	6.198998046	6.372079476	6.61837182	6.580381063	6.218070583	7.418893204	6.975330531	7.161287567	4.221681863	6.21046784	6.789759504	6.89671849	6.344427729	6.920617959	6.364538218	7.362030386	7.732972277	7.600377161	6.67615032	6.983186005	6.593619476	6.095564848	5.966374116	6.841105123	7.096972429	6.477859008	6.611107948	7.29959129	6.941568678	6.171347833	7.549874768	6.854784506	7.303382111	6.891690438	5.70681498	6.367652358	7.537520727	6.394320056	6.898917956	7.623696048	7.425989305	7.19705228	7.599178635	5.936401526	6.783280293	7.079948771	5.970584561	5.770738575	7.649436299	7.056765442	7.455839441	7.299069322	6.740977464	5.866612216	6.716311284	6.962159382	6.976093887	6.852738578	7.139526019	7.59049622	6.68194774	6.509215138	6.601868124	7.688908298	6.709667732	6.472189451	7.004430365	6.794703673	7.304528878	6.712764948	5.555781475	7.644853708	6.93277517	7.155404356	7.330411209	6.936987955	6.961385713	7.483930682	7.166525256	5.882182149	7.320964102	7.254088721	7.573037776	7.249110595	6.9349365	6.785240055	7.115641894	7.05401932	7.524996495	5.950191867	6.677299124	7.256766799	6.811961894	7.081521983	7.056030706	7.226838897	6.416332237	6.928631313	7.395330757	7.008602682	5.726981422
